season,race_name,round,circuit_type,team,driver,stint_index,compound,start_lap,end_lap,stint_length_laps,pit_ended_stint,avg_laptime,best_laptime,delta_laptime_first_to_last,laptime_slope_per_lap,avg_throttle_pct,avg_speed,max_speed,min_corner_speed,laps_in_traffic,traffic_lap_pct,avg_interval_to_car_ahead,clean_air_avg_laptime
2024,Austin,19,Permanent,Red Bull,PER,1,MEDIUM,2,26,25,True,106.56112000000002,100.115,-1.6269999999999953,-1.0732992307692326,54.98565180608745,183.1189916937073,338.0,51.0,17,0.68,3.20492,100.470875
2024,Austin,19,Permanent,Red Bull,PER,2,HARD,27,56,30,False,99.95363333333333,98.514,-20.23700000000001,-0.1555276974416008,62.43204859598661,195.45136555371042,334.0,0.0,10,0.3333333333333333,17.5775,99.04225000000001
2024,Austin,19,Permanent,Red Bull,VER,1,MEDIUM,2,25,24,True,105.97475000000001,99.731,0.7270000000000039,-1.1187008695652154,57.58602506819018,184.68778018476195,310.0,37.0,8,0.3333333333333333,5.2272083333333335,100.11318750000001
2024,Austin,19,Permanent,Red Bull,VER,2,HARD,26,56,31,False,99.48387096774194,98.117,-20.601,-0.12434717741935661,63.274787963368546,196.62463997210395,313.0,0.0,3,0.0967741935483871,5.421466666666666,99.56082142857143
2024,Austin,19,Permanent,Sauber,BOT,1,MEDIUM,2,15,14,True,111.5305714285714,101.483,-0.3610000000000042,-2.537507692307691,53.3108804979295,174.68808140507377,339.0,49.0,13,0.9285714285714286,0.9771538461538459,103.075
2024,Austin,19,Permanent,Sauber,BOT,2,HARD,16,55,40,False,101.795975,100.575,-20.944000000000003,-0.05333705440900866,61.63320134593556,192.4268313525579,332.0,0.0,11,0.275,5.842589743589743,102.04465517241378
2024,Austin,19,Permanent,Sauber,ZHO,1,MEDIUM,2,13,12,True,113.83149999999996,101.474,-0.532999999999987,-2.9564545454545432,50.59119775585307,171.67551614925193,334.0,0.0,8,0.6666666666666666,1.9103333333333332,104.52950000000001
2024,Austin,19,Permanent,Sauber,ZHO,2,MEDIUM,14,35,22,True,102.57536363636363,101.13,-21.051999999999992,-0.256428006775835,60.78974174889315,190.6131373438301,310.0,0.0,1,0.045454545454545456,10.85409090909091,102.62504761904763
2024,Austin,19,Permanent,Sauber,ZHO,3,HARD,36,55,20,False,101.33849999999998,99.272,-26.031999999999996,-0.4195624060150394,60.910824175708015,193.20311053299406,316.0,0.0,0,0.0,24.201299999999996,101.33849999999998
2024,Austin,19,Permanent,Williams,ALB,1,MEDIUM,2,3,2,True,120.62100000000001,104.544,32.15400000000001,32.154,42.066426386984574,160.6187969865595,314.0,41.0,2,1.0,1.4100000000000001,
2024,Austin,19,Permanent,Williams,ALB,2,MEDIUM,4,33,30,True,105.26186666666666,101.287,-54.43700000000001,-0.6186304783092315,55.312225523443715,185.71371491532543,336.0,0.0,27,0.9,1.8561333333333332,119.71266666666668
2024,Austin,19,Permanent,Williams,ALB,3,HARD,34,55,22,False,100.7892727272727,99.084,-20.25,-0.2533077357425171,59.98682240536286,194.3869251564183,333.0,0.0,10,0.45454545454545453,3.5138636363636366,99.68108333333333
2024,Austin,19,Permanent,Williams,COL,1,HARD,2,39,38,True,104.71718421052633,100.026,-2.4140000000000015,-0.5342870117080681,56.13843226048964,186.6263644908265,337.0,41.0,24,0.631578947368421,2.583447368421053,100.6212857142857
2024,Austin,19,Permanent,Williams,COL,2,MEDIUM,40,56,17,False,99.55541176470588,97.611,-20.724000000000004,-0.4538308823529403,62.16054369459777,196.25313469456833,331.0,0.0,7,0.4117647058823529,2.9406470588235294,100.3851
2024,Baku,17,Street,Alpine,GAS,1,HARD,2,50,49,True,110.33200000000002,108.018,33.10799999999999,0.034620510204081134,63.8843706675147,194.20461122596774,344.0,37.0,26,0.5306122448979592,2.999166666666667,110.60726086956522
2024,Baku,17,Street,Alpine,GAS,2,SOFT,51,51,1,False,164.48,164.48,0.0,0.0,38.52667579043268,131.05983199405404,282.0,0.0,0,0.0,9.927,164.48
2024,Baku,17,Street,Alpine,OCO,1,HARD,2,49,48,True,110.54731250000002,108.831,1.6700000000000017,-0.040633901432912796,63.936872113324064,193.56108880962705,349.0,42.0,34,0.7083333333333334,7.227312500000001,110.09450000000002
2024,Baku,17,Street,Alpine,OCO,2,SOFT,50,50,1,False,166.111,166.111,0.0,0.0,38.42169237760761,129.5079993866259,228.0,0.0,0,0.0,20.088,166.111
2024,Baku,17,Street,Aston Martin,ALO,1,MEDIUM,2,11,10,True,110.1052,109.056,3.4110000000000014,0.10035151515151812,60.945310251522606,193.70178956001308,332.0,63.0,3,0.3,3.4345999999999997,110.10485714285714
2024,Baku,17,Street,Aston Martin,ALO,2,HARD,12,51,40,False,111.125575,107.057,26.727000000000004,0.18766163227016738,59.18758270715462,191.9684476718842,347.0,0.0,3,0.075,11.852625,111.27183783783781
2024,Baku,17,Street,Aston Martin,STR,2,HARD,2,22,21,True,111.29214285714285,109.143,-13.052000000000007,-0.14893116883116944,60.740004641247054,191.190933670757,344.0,0.0,10,0.47619047619047616,6.181952380952381,111.52618181818183
2024,Baku,17,Street,Aston Martin,STR,3,HARD,23,45,23,False,110.12743478260867,108.148,-3.3019999999999925,-0.023223320158104157,61.616192608813144,193.51459967460303,348.0,0.0,12,0.5217391304347826,3.718391304347826,110.30154545454546
2024,Baku,17,Street,Ferrari,LEC,1,MEDIUM,2,16,15,True,108.7808,107.672,4.560999999999993,0.15520000000000228,67.90739063475976,197.5026242036108,321.0,69.0,15,1.0,0.0,
2024,Baku,17,Street,Ferrari,LEC,2,HARD,17,51,35,False,109.85997142857144,107.067,28.954000000000008,0.15942745098039193,64.18415457804447,195.0727717980107,349.0,0.0,31,0.8857142857142857,1.4807714285714286,125.62375
2024,Baku,17,Street,Ferrari,SAI,1,MEDIUM,2,17,16,True,109.19699999999999,108.154,4.823999999999998,0.10843529411764649,65.7232542996337,195.26304583247762,341.0,62.0,14,0.875,2.528,109.01599999999999
2024,Baku,17,Street,Ferrari,SAI,2,HARD,18,49,32,False,108.11934375,106.866,-16.918000000000006,-0.12332386363636254,66.64715994283883,198.11261927475843,351.0,0.0,13,0.40625,4.6341875,108.42626315789475
2024,Baku,17,Street,Haas,BEA,1,MEDIUM,2,14,13,True,110.79246153846154,109.877,3.727000000000004,0.09838461538461755,60.90585982452281,193.23742907651265,341.0,66.0,12,0.9230769230769231,2.0122307692307695,110.084
2024,Baku,17,Street,Haas,BEA,2,HARD,15,51,37,False,111.10335135135134,107.048,26.293999999999997,0.2187062588904687,60.633171829836606,192.78202681292132,350.0,0.0,30,0.8108108108108109,2.0977027027027026,108.37457142857144
2024,Baku,17,Street,Haas,HUL,1,MEDIUM,2,15,14,True,110.30449999999999,109.113,2.921999999999997,0.0730527472527435,62.09313144336257,194.0687137601352,347.0,63.0,8,0.5714285714285714,2.577714285714286,110.593
2024,Baku,17,Street,Haas,HUL,2,HARD,16,51,36,False,111.20488888888887,107.691,25.403999999999996,0.2668205920205938,61.02584425346515,192.60435246211725,349.0,0.0,17,0.4722222222222222,3.6349714285714283,111.69805263157895
2024,Baku,17,Street,McLaren,NOR,1,HARD,2,37,36,True,109.11166666666666,107.509,-0.6009999999999991,-0.037914028314025926,62.34191785695073,196.26004951387083,346.0,61.0,23,0.6388888888888888,4.000166666666667,108.94138461538462
2024,Baku,17,Street,McLaren,NOR,2,MEDIUM,38,51,14,False,111.5977857142857,105.255,29.688000000000002,1.3061296703296696,58.39939233166228,191.07692855953013,346.0,0.0,1,0.07142857142857142,7.731615384615383,112.0173846153846
2024,Baku,17,Street,McLaren,PIA,1,MEDIUM,2,15,14,True,109.03521428571428,108.07,4.566999999999993,0.17090769230768962,63.21881290434177,196.40489306322104,339.0,66.0,8,0.5714285714285714,2.882714285714286,109.68916666666667
2024,Baku,17,Street,McLaren,PIA,2,HARD,16,51,36,False,109.40586111111111,107.06,30.081000000000003,0.12403153153153355,61.97851712843361,195.79947226664328,342.0,0.0,36,1.0,0.1375,
2024,Baku,17,Street,Mercedes,HAM,1,MEDIUM,2,12,11,True,110.82463636363636,109.399,2.365000000000009,0.07452727272727566,62.39634613175674,192.72560088210525,349.0,65.0,11,1.0,0.9988181818181819,
2024,Baku,17,Street,Mercedes,HAM,2,HARD,13,51,39,False,110.91366666666666,107.236,27.019999999999982,0.1987443319838053,61.02492421579096,192.45076895428963,357.0,0.0,38,0.9743589743589743,1.4704358974358975,153.777
2024,Baku,17,Street,Mercedes,RUS,1,MEDIUM,2,12,11,True,109.91163636363636,108.952,4.826999999999998,0.2571090909090963,63.13871160444559,194.65304877510263,341.0,64.0,7,0.6363636363636364,2.2379090909090906,110.88324999999999
