season,driver,race_name,round,circuit_type,team,finishing_position,race_status,avg_race_pace,clean_air_avg_race_pace,top_speed,cornering_speed,top_speed_rank,corner_speed_rank,drag_index,avg_stint_length,stints_soft,stints_medium,stints_hard,deg_soft_slope,deg_medium_slope,deg_hard_slope,dropoff_soft,dropoff_medium,dropoff_hard,avg_throttle_pct,avg_speed,traffic_lap_pct,avg_interval_to_car_ahead,clean_air_pace_advantage
2024,SAI,Melbourne,3,Street,Ferrari,1.0,Finished,83.13101754385964,,325.0,8.333333333333334,17.0,14.0,3.0,19.0,0,1,2,,0.3194892857142853,0.1738079487179489,,13.710000000000008,7.9465,76.50968059905256,226.72194105382098,1.0,0.012204444444444434,
2024,SAR,Catalunya,3,Permanent,Williams,,,82.75533333333333,83.02722298850574,,,,,,21.0,1,1,1,0.0896978021978051,-0.1167218045112803,-0.0545833147942171,2.7660000000000053,-13.793999999999995,-15.391999999999996,,,0.3968253968253968,6.058404183535763,0.2718896551724157
2024,STR,Catalunya,3,Permanent,Aston Martin,6.0,Finished,81.810515625,81.50007007575758,332.0,23.666666666666668,8.0,8.0,0.0,21.333333333333332,1,1,1,0.0816676470588218,-0.1738022556390973,-0.1501319102353561,4.3089999999999975,-13.921000000000006,-17.054000000000002,70.34123282703038,222.25496963638025,0.46875,3.821155231829574,-0.3104455492424165
2024,STR,Melbourne,3,Street,Aston Martin,6.0,Finished,84.68824561403508,84.24030566666666,332.0,23.666666666666668,8.0,4.0,4.0,19.0,0,1,2,,1.4518571428571363,0.313311800268696,,13.810999999999993,20.750500000000002,70.4641239241037,222.1857107996353,0.38596491228070173,5.6159518336070064,-0.44793994736842535
2024,TSU,Catalunya,3,Permanent,RB,7.0,Finished,82.403234375,82.55662142857143,334.0,30.75,6.0,2.0,4.0,16.0,2,1,1,0.03946255411255656,-0.2183333333333326,-0.1327009803921559,-8.75249999999999,-13.304999999999993,-13.351,71.93246031238905,222.12009627859166,0.546875,3.2895245973389358,0.15338705357143567
2024,TSU,Melbourne,3,Street,RB,7.0,Finished,84.72173684210526,84.07228571428573,334.0,14.333333333333334,6.0,9.0,-3.0,19.0,0,1,2,,1.1920952380952357,0.2524830833417789,,14.402999999999992,16.081000000000003,72.02021967512914,222.32662538076156,0.6666666666666666,2.479235431235431,-0.6494511278195318
2024,VER,Catalunya,3,Permanent,Red Bull,19.0,Retired,80.26216923076925,83.47294557823129,320.0,52.8062496,19.0,1.0,18.0,21.666666666666668,2,1,0,-0.008123418557145351,-0.106330280830282,,-6.136999999999993,-14.22999999999999,,63.754309442274746,207.95422793032185,0.8615384615384616,0.6386694347319347,3.210776347462044
2024,VER,Melbourne,3,Street,Red Bull,19.0,Retired,83.607,,320.0,80.0,19.0,1.0,18.0,2.0,0,1,0,,-0.9840000000000196,,,-0.9840000000000088,,74.18453419815003,225.4536767806935,1.0,0.342,
2024,ZHO,Catalunya,3,Permanent,Sauber,15.0,Lapped,81.635171875,81.19324126984125,332.0,6.0,8.0,17.0,-9.0,21.333333333333332,1,1,1,0.2489166666666655,-0.0559840542521995,-0.1730343478260866,2.8729999999999905,-12.679999999999993,-20.923,72.29370465347048,221.47799651246322,0.40625,4.448190972222222,-0.4419306051587455
2024,ZHO,Melbourne,3,Street,Sauber,15.0,Lapped,85.22223214285714,84.94036444444446,332.0,6.0,8.0,17.0,-9.0,18.666666666666668,1,0,2,2.9373000000000027,,0.24815007301544,14.561999999999998,,27.735500000000002,72.34572674084777,221.34196391796564,0.44642857142857145,3.017512016718913,-0.28186769841268244
