# x_m,y_m,w_tr_right_m,w_tr_left_m
-4605.270114,16786.853713,7.500000,7.500000
-4628.399337,16723.173254,7.500000,7.500000
-4647.079491,16658.115195,7.500000,7.500000
-4663.982914,16592.506994,7.500000,7.500000
-4680.886337,16526.898792,7.500000,7.500000
-4696.724077,16461.056492,7.500000,7.500000
-4708.874244,16394.404146,7.500000,7.500000
-4721.024411,16327.751800,7.500000,7.500000
-4732.571781,16260.997728,7.500000,7.500000
-4742.967499,16194.049309,7.500000,7.500000
-4753.363216,16127.100889,7.500000,7.500000
-4765.454770,16060.439333,7.500000,7.500000
-4786.016897,15995.968072,7.500000,7.500000
-4807.791186,15931.811684,7.500000,7.500000
-4833.914797,15869.731814,7.500000,7.500000
-4870.113539,15812.462163,7.500000,7.500000
-4912.171530,15760.010951,7.500000,7.500000
-4961.372592,15713.433946,7.500000,7.500000
-5019.207074,15678.379207,7.500000,7.500000
-5079.935349,15648.843422,7.500000,7.500000
-5146.756287,15637.657538,7.500000,7.500000
-5213.577226,15626.471654,7.500000,7.500000
-5280.398164,15615.285770,7.500000,7.500000
-5344.853858,15595.605075,7.500000,7.500000
-5407.840461,15570.648119,7.500000,7.500000
-5469.373054,15543.509810,7.500000,7.500000
-5516.642797,15494.973914,7.500000,7.500000
-5563.912540,15446.438017,7.500000,7.500000
-5604.755805,15392.627920,7.500000,7.500000
-5639.424836,15334.538733,7.500000,7.500000
-5671.368924,15274.791457,7.500000,7.500000
-5692.926737,15210.688765,7.500000,7.500000
-5713.152535,15146.027502,7.500000,7.500000
-5733.378333,15081.366240,7.500000,7.500000
-5748.658990,15015.480211,7.500000,7.500000
-5760.630622,14948.804878,7.500000,7.500000
-5768.794770,14881.547845,7.500000,7.500000
-5776.958919,14814.290812,7.500000,7.500000
-5783.275985,14746.860232,7.500000,7.500000
-5787.782696,14679.259556,7.500000,7.500000
-5790.831095,14611.592687,7.500000,7.500000
-5792.467108,14543.861710,7.500000,7.500000
-5794.103122,14476.130733,7.500000,7.500000
-5794.744932,14408.391893,7.500000,7.500000
-5794.180363,14340.643512,7.500000,7.500000
-5793.615793,14272.895131,7.500000,7.500000
-5793.051223,14205.146751,7.500000,7.500000
-5790.852338,14137.433679,7.500000,7.500000
-5787.014692,14069.800836,7.500000,7.500000
-5782.343870,14002.211301,7.500000,7.500000
-5777.673049,13934.621766,7.500000,7.500000
-5773.002227,13867.032231,7.500000,7.500000
-5763.310134,13799.978424,7.500000,7.500000
-5753.615644,13732.924873,7.500000,7.500000
-5743.921155,13665.871322,7.500000,7.500000
-5733.108268,13599.013065,7.500000,7.500000
-5719.504299,13532.642184,7.500000,7.500000
-5705.900329,13466.271303,7.500000,7.500000
-5690.223851,13400.364722,7.500000,7.500000
-5672.296998,13335.039492,7.500000,7.500000
-5653.684440,13269.895540,7.500000,7.500000
-5632.914775,13205.450166,7.500000,7.500000
-5609.805268,13141.762549,7.500000,7.500000
-5586.695761,13078.074933,7.500000,7.500000
-5563.586255,13014.387316,7.500000,7.500000
-5540.476748,12950.699699,7.500000,7.500000
-5517.367241,12887.012082,7.500000,7.500000
-5490.921057,12824.637781,7.500000,7.500000
-5464.420992,12762.284686,7.500000,7.500000
-5437.662445,12700.042966,7.500000,7.500000
-5410.558659,12637.950036,7.500000,7.500000
-5384.305378,12575.492634,7.500000,7.500000
-5358.052097,12513.035232,7.500000,7.500000
-5331.798817,12450.577830,7.500000,7.500000
-5305.545536,12388.120428,7.500000,7.500000
-5280.964146,12325.046836,7.500000,7.500000
-5260.405479,12260.490636,7.500000,7.500000
-5239.846812,12195.934435,7.500000,7.500000
-5219.288145,12131.378234,7.500000,7.500000
-5198.729478,12066.822034,7.500000,7.500000
-5178.170811,12002.265833,7.500000,7.500000
-5157.612145,11937.709633,7.500000,7.500000
-5137.053478,11873.153432,7.500000,7.500000
-5116.494811,11808.597231,7.500000,7.500000
-5095.936144,11744.041031,7.500000,7.500000
-5076.768756,11679.113196,7.500000,7.500000
-5062.397800,11612.904152,7.500000,7.500000
-5048.715987,11546.559006,7.500000,7.500000
-5036.837668,11479.857676,7.500000,7.500000
-5025.283086,11413.107863,7.500000,7.500000
-5017.100001,11345.853132,7.500000,7.500000
-5008.916916,11278.598400,7.500000,7.500000
